"Direcciones_c";"Direcciones_prueba";"Ciudad";"localizaciones.lat";"localizaciones.long"
"CL 4 G 81 A 45";"CL 4 G 81 A 45 PLAZA LIVING";"MEDELLIN";6,216294;-75,60602
"CR 77 60 45";"CR 77 60 45 CONJUNTO DE USO MIXTO CUARZO PH";"MEDELLIN";6,269777;-75,59127
"CL 77 BB 82 46";"CL 77 BB 82 46 EDIFICIO BARCAROLA PH";"MEDELLIN";6,28073;-75,5884
"CL 5 SUR 25 233";"CL 5 SUR 25 233 CONJUNTO RESIDENCIAL CITARK TORRES PH";"MEDELLIN";6,20795;-75,61035
"CL 63 76 55";"CL 63 76 55 CONJUNTO DE USO MIXTO PERLATO PROPIEDAD HORIZONTAL";"MEDELLIN";6,24589;-75,57457
"CL 20 B SUR 27 335";"CL 20 B SUR 27 335 URBANIZACION CAMPIÑA DE SAN LUCAS PH";"MEDELLIN";6,180664;-75,56926
"CR 79 A 92 133";"CR 79 A 92 133 ";"MEDELLIN";6,29106;-75,58356
"CR 56 A 61 24";"CR 56 A 61 24 URBANIZACION TURIN PH";"MEDELLIN";6,26085;-75,57125
"CR 94 65 C 35";"CR 94 65 C 35 ";"MEDELLIN";6,28344;-75,60116
"CR 76 A 53 35";"CR 76 A 53 35 CONJUNTO DE USO MIXTO JARDIN DE COLORES";"MEDELLIN";6,264759994;-75,59008004
"CR 79 A 92 131";"CR 79 A 92 131 ";"MEDELLIN";6,291058;-75,58358
"CR 41 57 SUR 1";"CR 41 57 SUR 1 URBANIZACION CANELA PH";"SABANETA";6,155421;-75,60552
"CL 42 67 A 22";"CL 42 67 A 22 ";"MEDELLIN";6,24665;-75,58588
"TV 33 A SUR 32 D 19";"TV 33 A SUR 32 D 19 ";"ENVIGADO";6,173909;-75,58214
"CR 75 61 85";"CR 75 61 85 URBANIZACION ORANGE PH";"MEDELLIN";6,26878;-75,58891
"CL 24 SUR 38 91";"CL 24 SUR 38 91 URBANIZACION MONT CLAIRE";"ENVIGADO";6,177928;-75,57333
"CR 43 A 32 B SUR 29";"CR 43 A 32 B SUR 29 ";"ENVIGADO";6,17372;-75,58654
"CR 46 B 74 SUR 63";"CR 46 B 74 SUR 63 ";"SABANETA";6,151041;-75,61931
"CL 75 AA SUR 52 D 60";"CL 75 AA SUR 52 D 60 FRONTERA DE SURAMERICA";"ITAGUI";6,17288;-75,61148
"CL 24 SUR 39 47";"CL 24 SUR 39 47 URBANIZACION CHATEL PH";"ENVIGADO";6,178515;-75,57434
"CL 36 D SUR 27 A 205";"CL 36 D SUR 27 A 205 QUINTAS DE LA SERRANIA";"ENVIGADO";6,164208;-75,57386
"CR 53 75 AA SUR 101";"CR 53 75 AA SUR 101 LAS CASAS DE SAUSALITO PH";"ITAGUI";6,185315;-75,60011
"CR 67 A 51 82";"CR 67 A 51 82 ";"MEDELLIN";6,25828;-75,58262
"CL 26 39 75";"CL 26 39 75 CONJUNTO RESIDENCIAL CARBONEROS DEL POBLADO PH";"MEDELLIN";6,22448;-75,56604
"CL 48 C SUR 42 A 80";"CL 48 C SUR 42 A 80 UNIDAD RESIDENCIAL AIRES DEL BOSQUE";"ENVIGADO";6,159513;-75,59634
"CR 63 C 42 B 27";"CR 63 C 42 B 27 EDIFICIO CONQUISTADORES DEL RIO PH";"MEDELLIN";6,24545;-75,58129
"CR 53 35 81";"CR 53 35 81 TORRE BASILEA";"BELLO";6,322735;-75,55969
"CL 79 SUR 55 95";"CL 79 SUR 55 95 CONJUNTO DE USO MIXTO ROMAZINO PH";"LA ESTRELLA";6,156148;-75,63075
"CR 47 32 SUR 20";"CR 47 32 SUR 20 PORTAL NORTE PH";"ENVIGADO";6,176785;-75,58902
"CR 45 A 25 A SUR 22";"CR 45 A 25 A SUR 22 ASOCIACION COMUNIDAD VILLA GRANDE PH";"ENVIGADO";6,181638;-75,58277
"CL 61 B SUR 40 21";"CL 61 B SUR 40 21 URBANIZACION ALCAZAR DE LA SABANA PH";"SABANETA";6,151049;-75,60704
"CR 43 A 75 SUR 05";"CR 43 A 75 SUR 05 MESSANTIA PH";"SABANETA";6,155997;-75,60717
"CR 81 7 48";"CR 81 7 48 CONJUNTO RESIDENCIAL SAN MIGUEL";"MEDELLIN";6,25535;-75,62355
"CL 95 B 81 29";"CL 95 B 81 29 ";"MEDELLIN";6,294031;-75,58327
"CR 45 79 SUR 176";"CR 45 79 SUR 176 CIUDADELA MONTEAZUL PH";"SABANETA";6,145466;-75,62107
"CL 70 59 193";"CL 70 59 193 CONJUNTO RESIDENCIAL SENDERO VERDE";"ITAGUI";6,20542;-75,56718
"CL 7 83 32";"CL 7 83 32 CONDOMINIO 1 DE LA URBANIZACION SAN SILVESTRE";"MEDELLIN";6,219353;-75,60536
"CL 4 65 105";"CL 4 65 105 ";"MEDELLIN";6,211942;-75,58762
"TV 39 CIR 75 21";"TV 39 CIR 75 21 EDIFICIO TOSCANO";"MEDELLIN";6,245781;-75,59726
"CR 35 19 620";"CR 35 19 620 CONJUNTO RESIDENCIAL TIERRA GRATA PALMAS PH";"MEDELLIN";6,2403;-75,56505
"CL 40 A SUR 24 B 105";"CL 40 A SUR 24 B 105 CONJUNTO RESIDENCIAL PALMERAS ETAPA 1 PH";"ENVIGADO";6,151918;-75,58071
"CL 49 B 64 C 54";"CL 49 B 64 C 54 EDIFICIO DISTRITO 65 PH";"MEDELLIN";6,25555;-75,58096
"CL 46 E SUR 42 B 05";"CL 46 E SUR 42 B 05 EDIFICIO LUXOR PH";"ENVIGADO";6,160438;-75,59538
"CR 44 19 A 20";"CR 44 19 A 20 CONJUNTO RESIDENCIAL CENTRAL DEL RIO";"MEDELLIN";6,22306;-75,5745
"CL 65 C 94 B 31";"CL 65 C 94 B 31 ";"MEDELLIN";6,28458;-75,60218
"CR 86 43 12";"CR 86 43 12 EDIFICIO ISABELA 1";"MEDELLIN";6,2502;-75,6053
"CR 80 48 B 69 LO";"CR 80 48 B 69 LO ";"MEDELLIN";6,260675;-75,59737
"CL 37 B SUR 27 A 71";"CL 37 B SUR 27 A 71 CAMINO DE BRUJAS";"ENVIGADO";6,160208;-75,57539
"CL 26 39 75";"CL 26 39 75 CONJUNTO RESIDENCIAL CARBONEROS DEL POBLADO";"MEDELLIN";6,224480004;-75,56603999
"CR 84 A 48 BB 75";"CR 84 A 48 BB 75 CONJUNTO RESIDENCIAL DOÑANA PH";"MEDELLIN";6,26109;-75,60343
"CL 43 86 A 22";"CL 43 86 A 22 ";"MEDELLIN";6,25021;-75,60612
"CR 63 B 73 SUR 126";"CR 63 B 73 SUR 126 CAPELLA APARTAMENTOS PH";"LA ESTRELLA";6,166125;-75,64555
"CR 41 18 D 70";"CR 41 18 D 70 EDIFICIO OCEANIA PH";"MEDELLIN";6,289023;-75,54305
"CR 43 A 70 SUR 142";"CR 43 A 70 SUR 142 COLIBRI APARTAMENTOS";"SABANETA";6,149623;-75,61477
"CR 32 9 SUR 74";"CR 32 9 SUR 74 CONJUNTO RESIDENCIAL TORRES DEL CASTILLO 1 Y 2 PH";"MEDELLIN";6,188607;-75,56761
"CL 4 G 81 A 45";"CL 4 G 81 A 45 PLAZA LIVING PH";"MEDELLIN";6,216294;-75,60602
"CL 37 SUR 27 90";"CL 37 SUR 27 90 BIOCITY GRAND PH";"ENVIGADO";6,159733;-75,57454
"CL 50 77 B 100";"CL 50 77 B 100 EDIFICIO EL VERGEL";"MEDELLIN";6,26249;-75,59416
"CR 32 6 SUR 260";"CR 32 6 SUR 260 EDIFICIO TURINGIA PH";"MEDELLIN";6,193153;-75,56664
"CL 40 A SUR 24 B 105";"CL 40 A SUR 24 B 105 PALMERAS BAMBU APARTAMENTO";"ENVIGADO";6,151918;-75,58071
"CL 48 F SUR 39 B 314";"CL 48 F SUR 39 B 314 CONJUNTO RESIDENCIAL ALTOS DE LOS ALMENDROS";"ENVIGADO";6,156904;-75,59794
"CL 9 SUR 79 C 151";"CL 9 SUR 79 C 151 MIRADOR DE ARBOLEDA PH";"MEDELLIN";6,203324;-75,60257
"CL 73 49 20";"CL 73 49 20 EDIFICIO EL DORAL PH";"MEDELLIN";6,26897;-75,55899
"CR 39 E 48 C SUR 36";"CR 39 E 48 C SUR 36 CONJUNTO RESIDENCIAL ORINOCO DE LA CUENCA PH";"ENVIGADO";6,154587;-75,598
"CL 71 SUR 35 340";"CL 71 SUR 35 340 EDIFICIO ALAIA MANTRA PH";"SABANETA";6,145587;-75,61096
"CL 35 81 7";"CL 35 81 7 ";"MEDELLIN";6,24294;-75,60299
"CR 77 38 139";"CR 77 38 139 CASTELLON DEL PARQUE";"MEDELLIN";6,24589;-75,57457
"CR 80 AA 35 A 15";"CR 80 AA 35 A 15 EDIFICIO MAZIRUMA II PH";"MEDELLIN";6,24378;-75,60151
"CL 78 E SUR 47 C 80";"CL 78 E SUR 47 C 80 URBANIZACION RIO SECRETO PH";"SABANETA";6,1526;-75,6109
"CR 96 C 50 A 220";"CR 96 C 50 A 220 UNIDAD RESIDENCIAL INFINITO";"MEDELLIN";6,24589;-75,57457
"CL 37 65 D 52";"CL 37 65 D 52 EDIFICIO VELEROS PH";"MEDELLIN";6,24221;-75,58407
"CL 35 78 A 31";"CL 35 78 A 31 EDIFICIO TOTUS TUSS";"MEDELLIN";6,242569;-75,59917
"CL 75 SUR 34 240";"CL 75 SUR 34 240 URBANIZACIÓN ARAMUS PH";"SABANETA";6,143956;-75,61489
"CL 78 SUR 40 255";"CL 78 SUR 40 255 URBANIZACION MONTANA PH";"SABANETA";6,14554;-75,62256
"CR 75 DA 2 B SUR 50";"CR 75 DA 2 B SUR 50 URBANIZACION MOTA CAMPESTRE";"MEDELLIN";6,20749;-75,59939
"CL 78 E SUR 47 C 80";"CL 78 E SUR 47 C 80 URBANIZACION RIO SECRETO";"SABANETA";6,1526;-75,6109
"CL 66 C 92 57";"CL 66 C 92 57 ";"MEDELLIN";6,285235;-75,57242
"CL 59 39 A 22";"CL 59 39 A 22 ";"MEDELLIN";6,251488;-75,5569
"CL 29 A 50 85";"CL 29 A 50 85 CONJUNTO RESIDENCIAL";"BELLO";6,20542;-75,56718
"CR 74 52 55";"CR 74 52 55 CONJUNTO DE USO MIXTO OASIS DE COLORES PH";"MEDELLIN";6,26336;-75,58848
"CR 45 26 162";"CR 45 26 162 PUERTA MADERA PH";"BELLO";6,31699;-75,55348
"CR 44 53 SUR 72";"CR 44 53 SUR 72 TORRE KATTHIAS 1";"SABANETA";6,159034;-75,60525
"CL 87 SUR 55 651";"CL 87 SUR 55 651 ARBOLEDA DE LA ESTRELLA PH";"LA ESTRELLA";6,151214;-75,64367
"CL 4 G 81 A 105";"CL 4 G 81 A 105 CONJUNTO AVIVA PH";"MEDELLIN";6,217014;-75,60685
"CR 85 B 35 45";"CR 85 B 35 45 PORTAL DE SANTA RITA";"MEDELLIN";6,24442;-75,60904
"CL 31 70 48";"CL 31 70 48 ";"MEDELLIN";6,23379;-75,59211
"CR 76 53 79";"CR 76 53 79 URBANIZACION PARAISO DE COLORES";"MEDELLIN";6,26455;-75,59007
"CL 77 SUR 35 A 105";"CL 77 SUR 35 A 105 CONJUNTO RESIDENCAL MADERO DEL CAMPO 1 PROPIEDAD HORI";"SABANETA";6,143202;-75,61879
"CL 75 SUR 53 150";"CL 75 SUR 53 150 UNIDAD RESIDENCIAL AGUAS DEL BOSQUE";"ITAGUI";6,164715;-75,63569
"CL 15 A 65 GC 37";"CL 15 A 65 GC 37 ";"MEDELLIN";6,22064;-75,587
"CR 27 D 34 A SUR 91";"CR 27 D 34 A SUR 91 EDIFICIO MIXTO VIENNA PH";"ENVIGADO";6,171224;-75,57535
"CR 47 C 76 D SUR 94";"CR 47 C 76 D SUR 94 CONJUNTO RESIDENCIAL 77 TOWERS PH";"SABANETA";6,151828;-75,6227
"CL 52 A SUR 78 A 53";"CL 52 A SUR 78 A 53 ";"MEDELLIN";6,17491;-75,65693
"CR 96 C 50 A 280";"CR 96 C 50 A 280 CONJUNTO RESIDENICIAL MONTEPARAISO";"MEDELLIN";6,24589;-75,57457
"CL 76 89 C 66";"CL 76 89 C 66 URBANIZACION ROBLEALTO PH";"MEDELLIN";6,283455;-75,59596
"CL 17 40 B 320";"CL 17 40 B 320 URBANIZACION TERRAVERDE";"MEDELLIN";6,21909;-75,56921
"CL 9 A SUR 82 30";"CL 9 A SUR 82 30 URBANIZACION ARCO IRIS";"MEDELLIN";6,20398;-75,60531
"CL 70 A SUR 35 51";"CL 70 A SUR 35 51 CIGARRAS PH";"SABANETA";6,150713;-75,61506
"CL 29 37 A 38";"CL 29 37 A 38 CONJUNTO RESIDENCIAL MIRADOR SANDIEGO";"MEDELLIN";6,226818;-75,56762
"CR 27 AA 36 SUR 160";"CR 27 AA 36 SUR 160 TORRE 2 CONJUNTO RESIDENCIAL NATIVO ARENA PH";"ENVIGADO";6,15847;-75,57405
"CR 46 75 SUR 150";"CR 46 75 SUR 150 URBANIZACION KORE APARTAMENTOS PH";"SABANETA";6,148504;-75,62036
"CR 39 77 SUR 84";"CR 39 77 SUR 84 MADEROS DEL CAMPO APARTAMENTOS";"SABANETA";6,1526;-75,6109
"CL 7 83 A 24";"CL 7 83 A 24 CONDOMINIO 2 URBANIZACION SAN SILVESTRE";"MEDELLIN";6,21985;-75,60601
"CR 71 A 79 D 47";"CR 71 A 79 D 47 CONJUNTO RESIDENCIAL PARQUES DE ALTAMIRA";"MEDELLIN";6,27928;-75,57837
"CL 47 C 76 D SUR 94";"CL 47 C 76 D SUR 94 CONJUNTO RESIDENCIAL 77 TOWERS PH";"SABANETA";6,15237;-75,62311
"CL 75 B SUR 35 240";"CL 75 B SUR 35 240 URBANIZACION VILLAS DE FIDELENA PH";"SABANETA";6,143367;-75,61639
"CL 48 F SUR 40 3";"CL 48 F SUR 40 3 QUINTAS DE LOS ALMENDROS";"ENVIGADO";6,157488;-75,59813
"CR 80 AA 36 20";"CR 80 AA 36 20 ";"MEDELLIN";6,244391;-75,60132
"CR 30 72 SUR 02";"CR 30 72 SUR 02 RINCON DE LA DOCTORA";"SABANETA";6,138592;-75,61152
"CL 32 EE 78 109";"CL 32 EE 78 109 EDIFICIO PESCARA PH";"MEDELLIN";6,23767;-75,59961
"CR 80 B 34 A 67";"CR 80 B 34 A 67 ";"MEDELLIN";6,241296;-75,60193
"CL 45 A SUR 39 B 101";"CL 45 A SUR 39 B 101 PARQUES DE LA GLORIA CONJUNTO RESIDENICAL";"ENVIGADO";6,160657;-75,59071
"CL 48 B 77 05";"CL 48 B 77 05 ";"MEDELLIN";6,258191;-75,59519
"DG 99 B 64 AD 70";"DG 99 B 64 AD 70 TERRITORIO AURORA";"MEDELLIN";6,24589;-75,57457
"CR 85 35 B 16";"CR 85 35 B 16 ";"MEDELLIN";6,24508;-75,60862
"CL 71 SUR 34 314";"CL 71 SUR 34 314 EDIFICIO RESIDENICAL MANTIS PH";"SABANETA";6,145587;-75,61096
"CL 75 SUR 53 148";"CL 75 SUR 53 148 UNIDAD RESIDENCIAL AGUAS DEL BOSQUE";"ITAGUI";6,164722;-75,63567
"CL 79 SUR 55 15";"CL 79 SUR 55 15 CONJUNTO DE USO MIXTO PITRIZA PH";"LA ESTRELLA";6,156148;-75,63075
"CR 47 57 A 47";"CR 47 57 A 47 EDIFICIO LOS ALAMOS";"MEDELLIN";6,25432;-75,56271
"CR 27 AA 36 SUR 160";"CR 27 AA 36 SUR 160 CONJUNTO RESIDENCIAL NATIVO ARENA";"ENVIGADO";6,15847;-75,57405
"TV 34 D SUR 27 D 28";"TV 34 D SUR 27 D 28 URBANIZACION SANTA MARIA DE LAS LOMAS";"ENVIGADO";6,171326;-75,58201
"CR 79 A 53 35";"CR 79 A 53 35 CONJUNTO DE USO MIXTO JARDIN DE COLORES";"MEDELLIN";6,267613;-75,59514
"CR 40 71 SUR 15";"CR 40 71 SUR 15 EDIFICIO RESIDENCIAL ODONATA PH";"SABANETA";6,146994;-75,61762
"CL 51 A 71 12";"CL 51 A 71 12 EDIFICIO LOS DARDANELOS";"MEDELLIN";6,25992;-75,58669
"CL 37 B SUR 27 A A 71";"CL 37 B SUR 27 A A 71 CAMINO DE BRUJAS PH";"ENVIGADO";6,160208;-75,57539
"CR 9 A 20 SUR 40";"CR 9 A 20 SUR 40 CONJUNTO RESIDENCIAL CHACALTAYA";"MEDELLIN";6,1771;-75,54326
"CR 28 27 SUR 39";"CR 28 27 SUR 39 JARDINES DE LA ABADIA PH";"ENVIGADO";6,17462;-75,57429
"CL 23 SUR 42 B 60";"CL 23 SUR 42 B 60 EDIFICIO O´CLOCK LIVING";"ENVIGADO";6,182191;-75,57973
"CR 36 D 43 SUR 100";"CR 36 D 43 SUR 100 URBANIZACION LAS ANTILLAS";"ENVIGADO";6,156017;-75,58801
"CR 72 CIR 5 27";"CR 72 CIR 5 27 EDIFICIO EL BOSQUE PH";"MEDELLIN";6,246907;-75,59164
"CL 65 SUR 39 235";"CL 65 SUR 39 235 URBANIZACIÓN INDIGO PH";"SABANETA";6,154596;-75,61325
"CL 78 E SUR 47 C 80";"CL 78 E SUR 47 C 80 CONJUNTO DE USO MIXTO RIO SECRETO PH";"SABANETA";6,1526;-75,6109
"TV 39 70 A 26";"TV 39 70 A 26 EDIFICIO LA MERCED PH";"MEDELLIN";6,23995;-75,59206
"CL 65 B 80 A 145";"CL 65 B 80 A 145 RINCON DE LA VILLA";"MEDELLIN";6,275357;-75,59421
"CL 42 C 93 15";"CL 42 C 93 15 ";"MEDELLIN";6,252938;-75,61113
"CL 72 SUR 35 240";"CL 72 SUR 35 240 CONJUNTO RESIDENCIAL LISBOA PH";"SABANETA";6,148118;-75,61537
"CR 76 A 29 20";"CR 76 A 29 20 ";"MEDELLIN";6,23099;-75,59658
"CR 44 62 SUR 33";"CR 44 62 SUR 33 CONJUNTO INMOBILIARIO CANARIAS PH";"SABANETA";6,154569;-75,6111
"CL 17 SUR 30 70";"CL 17 SUR 30 70 EDIFICIO ANTARES PH";"MEDELLIN";6,18455;-75,56723
"CL 40 63 C 26";"CL 40 63 C 26 EDIFICIO ALICANTE PH";"MEDELLIN";6,24371;-75,58276
"CL 9 B SUR 79 A 75";"CL 9 B SUR 79 A 75 URBANIZACIÓN PENTAGRAMA PH";"MEDELLIN";6,201565;-75,60004
"CL 77 SUR 35 A 105";"CL 77 SUR 35 A 105 CONJUNTO RESIDENCIAL MADEROS DEL CAMPO 1 PH";"SABANETA";6,143202;-75,61879
"CL 77 SUR 35 A 105";"CL 77 SUR 35 A 105 MADEROS DEL CAMPO 1 PH ETAPA A";"SABANETA";6,143202;-75,61879
"CR 58 77 41";"CR 58 77 41 RESERVA DEL SUR PH";"ITAGUI";6,190403;-75,60041
"DG 41 B 65 AA 86";"DG 41 B 65 AA 86 URBANIZACION EL CARMELO II PH";"MEDELLIN";6,25889;-75,55414
"CL 77 SUR 35 A 105";"CL 77 SUR 35 A 105 CONJUNTO RESIDENCIAL MADEROS DEL CAMPO I PH";"SABANETA";6,143202;-75,61879
"CL 48 SUR 72 50";"CL 48 SUR 72 50 RESERVA DEL PRADO ETAPA 1";"MEDELLIN";6,25979;-75,56215
"CR 33 72 SUR 35";"CR 33 72 SUR 35 CONJUNTO RESIDENCIAL BAMBU PH";"SABANETA";6,141223;-75,61184
"CL 47 B 94 81";"CL 47 B 94 81 RINCON DE SANTA LUCIA PH";"MEDELLIN";6,25702;-75,61134
"CR 28 27 D SUR 150";"CR 28 27 D SUR 150 BOSQUES DEL ESMERALDAL PH";"ENVIGADO";6,174195;-75,57495
"CR 88 34 05";"CR 88 34 05 CONJUNTO RESIDENCIAL TORRES DE MONTELIMAR PH";"MEDELLIN";6,22246;-75,60318
"CR 55 53 A 35";"CR 55 53 A 35 CONJUNTO RESIDENCIAL RESERVA DEL PARQUE";"ITAGUI";6,17288;-75,61148
"DG 50 A 32 200";"DG 50 A 32 200 CONJUNTO RESIDENCIAL HACIENDA NIQUIA";"BELLO";6,33995;-75,53292
"CL 37 B SUR 27 21";"CL 37 B SUR 27 21 BRUJA BONITA";"ENVIGADO";6,159361;-75,57404
"CL 38 B SUR 26 2";"CL 38 B SUR 26 2 CONJUNTO RESIDENCIAL MONTEPIETRA PH";"ENVIGADO";6,156998;-75,57545
"CR 73 52 65";"CR 73 52 65 CONJUNTO DE USO MIXTO CAMINO DE COLORES PH";"MEDELLIN";6,262998;-75,5872
"CL 9 SUR 79 C 115";"CL 9 SUR 79 C 115 ARBOLEDA DEL RODEO APARTAMENTOS";"MEDELLIN";6,203324;-75,60257
"CR 80 B 35 08";"CR 80 B 35 08 ";"MEDELLIN";6,243207;-75,60192
"CL 5 80 C 125";"CL 5 80 C 125 URBANIZACION ARROYO DE LOS BERNAL PH";"MEDELLIN";6,24589;-75,57457
"CL 34 C 88 B 66";"CL 34 C 88 B 66 CONJUNTO RESDIENCIAL RIO CAMPESTRE PH";"MEDELLIN";6,24372;-75,61497
"CR 80 33 21";"CR 80 33 21 EDIFICIO PARANA PH";"MEDELLIN";6,23924;-75,60033
"CL 26 39 75";"CL 26 39 75 CONJUNTO RESIDENCIAL CARBONEROS DEL POBLADO";"MEDELLIN";6,22808;-75,57475
"CR 41 A 22 SUR 87";"CR 41 A 22 SUR 87 CONDOMINIO ACANTO PH";"ENVIGADO";6,180957;-75,57755
"CL 26 43 51";"CL 26 43 51 CONJUNTO RESIDENCIAL MADERA SILVESTRE";"BELLO";6,315357;-75,561
"CL 32 EE 82 A 36";"CL 32 EE 82 A 36 EDIFICIO SAN PIETRO PH";"MEDELLIN";6,237586;-75,60561
"CL 38 B SUR 26 01";"CL 38 B SUR 26 01 URBANIZACION MONTEPINAR PH";"ENVIGADO";6,156941;-75,57555
"CR 97 A 64 AC 41";"CR 97 A 64 AC 41 ";"MEDELLIN";6,28144;-75,60651
"CR 65 F 32 A 47";"CR 65 F 32 A 47 EDIFICIO QUEBRADITAS I PH";"MEDELLIN";6,23612;-75,5861
"CR 39 E 48 C SUR 103";"CR 39 E 48 C SUR 103 CONJUNTO RESIDENCIAL MAGDALENA DE LA CUENCA PH";"ENVIGADO";6,16395;-75,57326
"CL 69 SUR 46 145";"CL 69 SUR 46 145 EDIFICIO PALO SANTO PH";"SABANETA";6,153508;-75,61702
"CL 52 A SUR 72 128";"CL 52 A SUR 72 128 ";"MEDELLIN";6,17491;-75,65211
"CR 25 A 38 D SUR 111";"CR 25 A 38 D SUR 111 CONJUNTO RESIDENCIAL CASTELLI PH";"ENVIGADO";6,155181;-75,57159
"CL 49 81 A 22";"CL 49 81 A 22 TORRE NOGAL";"MEDELLIN";6,26194;-75,59915
"TV 2 30 15";"TV 2 30 15 CONJUNTO MILTIFAMILIAR GIBRALTAR PH";"MEDELLIN";6,20044;-75,56263
"CL 75 AA SUR 53 246";"CL 75 AA SUR 53 246 URBANIZACION CACTUS PH";"ITAGUI";6,17288;-75,61148
"CL 48 F SUR 39 B 220";"CL 48 F SUR 39 B 220 URBANIZACION AMARETTO PH";"ENVIGADO";6,157048;-75,59796
"CL 75 B SUR 52 25";"CL 75 B SUR 52 25 URBANIZACION DULAZAR";"ITAGUI";6,17288;-75,61148
"CR 69 32 E 35";"CR 69 32 E 35 EDIFICIO ONTARIO";"MEDELLIN";6,23809;-75,59013
"CR 76 34 A 29";"CR 76 34 A 29 EDIFICIO ROSA";"MEDELLIN";6,24186;-75,59703
"CR 87 A 35 A 38";"CR 87 A 35 A 38 EDIFICIO TRIANA";"MEDELLIN";6,244429;-75,61182
"CR 55 53 A 35";"CR 55 53 A 35 RESERVA DEL PARQUE PH";"ITAGUI";6,17288;-75,61148
"CL 27 SUR 27 92";"CL 27 SUR 27 92 CONJUNTO RESIDENCIAL TIERRA GRATA EL ESMERALDAL PH";"ENVIGADO";6,172598;-75,5684
"CL 3 SUR 38 125";"CL 3 SUR 38 125 NUEVA ALEJANDRIA PH";"MEDELLIN";6,20034;-75,57124
"CR 30 TV 2 70";"CR 30 TV 2 70 URBANIZACION RIACHUELOS PH";"MEDELLIN";6,24589;-75,57457
"CL 56 41 170";"CL 56 41 170 TORRE SANTA CATALINA PH";"MEDELLIN";6,25138;-75,56052
"CL 27 SUR 27 80";"CL 27 SUR 27 80 URBANIZACION ALTO DEL ESMERALDAL";"ENVIGADO";6,172572;-75,56834
"CL 37 B SUR 27 D 44";"CL 37 B SUR 27 D 44 LOMA DE LAS BRUJAS PH";"ENVIGADO";6,162622;-75,5769
"CL 47 F 97 42";"CL 47 F 97 42 ";"MEDELLIN";6,25846;-75,61288
"CR 80 B 8 SUR 36";"CR 80 B 8 SUR 36 PARQUE DE LE SIERRA";"MEDELLIN";6,23563;-75,52607
"CR 56 C 83 DD SUR 201";"CR 56 C 83 DD SUR 201 ALDEA DEL SUR TORRE1 PH";"LA ESTRELLA";6,156396;-75,63956
"CR 45 A 77 C SUR 15";"CR 45 A 77 C SUR 15 TORRE DE GUADALAJARA PH";"SABANETA";6,146154;-75,62097
"CR 74 43 31";"CR 74 43 31 EDIFICIO HIBISCUS";"MEDELLIN";6,24942;-75,59358
"CR 71 A 79 D 32";"CR 71 A 79 D 32 GIRASOLES DEL PILAR";"MEDELLIN";6,27912;-75,57831
"CL 55 77 C 100";"CL 55 77 C 100 EDIFICIO BALI PH";"MEDELLIN";6,268329;-75,5922
"CR 53 1 22";"CR 53 1 22 ";"MEDELLIN";6,2079;-75,58628
"CL 78 E SUR 47 C 80";"CL 78 E SUR 47 C 80 CONJUNTO DE USO URBANIZACION MIXTO RIO SECRETO";"SABANETA";6,1526;-75,6109
"DG 28 16 130";"DG 28 16 130 CONJUNTO RESIDENCIAL CONTINENTAL PH";"MEDELLIN";6,21692;-75,55801
"CL 37 SUR 27 90";"CL 37 SUR 27 90 BIOCITY GRAND PH";"ENVIGADO";6,159732632;-75,57454449
"CL 6 SUR 79 150";"CL 6 SUR 79 150 REMANSO DEL RODEO";"MEDELLIN";6,204965413;-75,6013877
"CL 27 A 81 69";"CL 27 A 81 69 ";"MEDELLIN";6,228663;-75,60278
"CR 67 72 39";"CR 67 72 39 ";"MEDELLIN";6,27314;-75,57905
"CR 45 75 SUR 81";"CR 45 75 SUR 81 GAUDI APARTAMENTOS";"SABANETA";6,147144;-75,62024
"CL 57 SUR 43 A 16";"CL 57 SUR 43 A 16 EDIFICIO TERRA SANTA PH";"SABANETA";6,156748;-75,60666
"CL 75 SUR 34 330";"CL 75 SUR 34 330 BALCONES DE FIDELENA";"SABANETA";6,14458;-75,61537
"CR 56 C 83 DD SUR 201";"CR 56 C 83 DD SUR 201 ALDEA DEL SUR PH";"LA ESTRELLA";6,156396;-75,63956
"CR 27 37 B SUR 69";"CR 27 37 B SUR 69 TIERRA GRATA BRUJA ENCANTADORA PH";"ENVIGADO";6,159333;-75,5752
"CR 43 A 75 SUR 5";"CR 43 A 75 SUR 5 MESSANTIA PH";"SABANETA";6,155997;-75,60717
"CL 65 C 91 100";"CL 65 C 91 100 ";"MEDELLIN";6,28115;-75,59968
"CL 6 SUR 79 150";"CL 6 SUR 79 150 REMANSO DEL RODEO APARTAMENTOS";"MEDELLIN";6,204965413;-75,6013877
"CL 31 D 89 D 30";"CL 31 D 89 D 30 CONJUNTO RESIDENCIAL ALTOS DEL CASTILLO ETAPA 1";"MEDELLIN";6,19131;-75,57387
"CL 38 88 52";"CL 38 88 52 ";"MEDELLIN";6,248537;-75,60947
"CL 9 B SUR 79 A 75";"CL 9 B SUR 79 A 75 URBANIZACION PENTAGRAMA PH";"MEDELLIN";6,201565;-75,60004
"CL 12 SUR 43 A 225";"CL 12 SUR 43 A 225 CONJUNTO RESIDENCIAL CRUCERO DEL SUR";"MEDELLIN";6,24589;-75,57457
